filename,filepath,collection,file_id,document_type,agency,year,subject_keywords,file_size,content_preview
GSA_AAS_Acquisition_template_for_full_and_open_competition_11486.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/GSA_AAS_Acquisition_template_for_full_and_open_competition_11486.md,acqgate,11486,PWS,GSA,,"agreement, it, security, management, professional, services, acquisition, performance, surveillance, contract",4064,"Below is a synopsis of our acquisition process AFTER client has provided a draft PWS and IGE: We will be coordinating with you on the following: 1. Interagency Agreement, Part A for your organization ..."
GSAs_Performance_Based_Contracting_Training_SOO_11409.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/GSAs_Performance_Based_Contracting_Training_SOO_11409.md,acqgate,11409,SOO,GSA,2004,"it, management, services, performance, contract, quality",4715,Statement of Objectives Background The mission of the National Oceanic and Atmospheric Administration is to understand and predict changes in the Earth’s environment and conserve and manage coastal an...
DISAs_Solicitation_for_Enterprise_Business_Modernization_EBM_project_Attachment_2_CRD_11410.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/DISAs_Solicitation_for_Enterprise_Business_Modernization_EBM_project_Attachment_2_CRD_11410.md,acqgate,11410,RFI,GSA,2003,"procurement, agreement, it, security, management, furniture, purchase, services, maintenance, acquisition, performance, technology, contract, facilities, quality",83774,FINAL DRAFT ## CAPABILITIES REQUIREMENT DOCUMENT  TABLE OF CONTENTS EXECUTIVE SUMMARY...................................................................................................1
Statement_work_sample_furniture_4_11393.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Statement_work_sample_furniture_4_11393.md,acqgate,11393,SOW,GSA,,"procurement, it, management, professional, maintenance, services, performance, facilities, contract, furniture, quality",36304,Statement of Work 1.0  Specifications 1.1
Highly_Adaptive_Cybersecurity_Services_HACS_Tool_Kit_11434.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Highly_Adaptive_Cybersecurity_Services_HACS_Tool_Kit_11434.md,acqgate,11434,SOW,GSA,2022,"procurement, it, cyber, security, management, purchase, services, acquisition, technology, contract, quality",8359,IT Security: GSA's Highly Adaptive Cybersecurity Services (HACS) Tool Ki In collaboration with the Department of Homeland Security (DHS) Cybersecurity and Infrastructure Security Agency (CISA) and the...
Department_of_State_Letter_of_Commitment_2017_11458.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Department_of_State_Letter_of_Commitment_2017_11458.md,acqgate,11458,,,2017,it,94,# Department_of_State_Letter_of_Commitment_2017_11458  _Converted from PDF using pdftotext_  
GWACs_Quick_Reference_Guide_for_IT_Solutions_11442.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/GWACs_Quick_Reference_Guide_for_IT_Solutions_11442.md,acqgate,11442,SOW,GSA,2016,"procurement, it, management, services, professional, acquisition, technology, contract",7273,U.S. General Services Administration  Your Technology Solutions Advantage GWACs Quick Reference Guide for Information Technology Solutions 
Furniture_design_template_questionnaire_overview_0_11391.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Furniture_design_template_questionnaire_overview_0_11391.md,acqgate,11391,SOW,VA,,"procurement, it, purchase, professional, acquisition, contract, furniture",5444,"Design Template Questionnaire Overview The first step in preparing a Statement of Work (SOW) is to assess the current conditions, assets and information available related to the project. This question..."
Contract_Administrative_Support_BPA_PWS_11473.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Contract_Administrative_Support_BPA_PWS_11473.md,acqgate,11473,PWS,VA,,"procurement, agreement, it, security, management, purchase, services, maintenance, acquisition, performance, surveillance, contract, quality",9444,Performance Work Statemen for Administrative Support for Acquisition Solutions *Note that this sample has been revised from the source document on the Government Point of Entry as necessary to align f...
How_to_Acquire_Furniture_through_Your_RWA_11469.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/How_to_Acquire_Furniture_through_Your_RWA_11469.md,acqgate,11469,GSA,GSA,,"procurement, agreement, it, purchase, services, acquisition, performance, contract, furniture",7154,How to Acquire Furniture through Your Reimbursable Work Authorization (RWA) Learn about the Proper Use of Your Agency’s Funds Accepted by GSA Public Buildings Service for Furniture Overview
Small_Business_Set_Asides_for_Office_Furniture_11464.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Small_Business_Set_Asides_for_Office_Furniture_11464.md,acqgate,11464,RFQ,GSA,,"acquisition, contract, furniture, it",4308,"Small Business Set-Asides for Office Furniture  While office furniture is a commodity that is often manufactured by large businesses, here are opportunities to carve out a piece of the office furnitur..."
Sample_RFI_Migration_of_Cybersecurity_Operations_to_the_Cloud_11431.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Sample_RFI_Migration_of_Cybersecurity_Operations_to_the_Cloud_11431.md,acqgate,11431,RFI,VA,2014,"agreement, it, cyber, security, management, services, maintenance, acquisition, performance, technology, contract",17043,Request for Information Title: Migration of DOC Cybersecurity Operations to the Cloud Description: The Department of Commerce (DOC) requires the ability to efficiently migrate and manage the applicati...
Acquisition_Surge_Enablers_Best_in_Class_Contracts_Small_Business_and_Mandatory_Sources_11489.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Acquisition_Surge_Enablers_Best_in_Class_Contracts_Small_Business_and_Mandatory_Sources_11489.md,acqgate,11489,,,,"acquisition, contract, it",137,# Acquisition_Surge_Enablers_Best_in_Class_Contracts_Small_Business_and_Mandatory_Sources_11489  _Converted from PDF using pdftotext_  
Blanket_Purchase_Agreements_BPAs_for_Rugged_Laptops_and_Tablets_11447.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Blanket_Purchase_Agreements_BPAs_for_Rugged_Laptops_and_Tablets_11447.md,acqgate,11447,BPA,GSA,2019,"agreement, it, purchase, services, technology, contract",2844,U.S. General Services Administration  Blanket Purchase Agreements (BPAs) for Rugged Laptops and Tablets 
Guidebook_for_Performance_Based_Services_Acquisition_PBSA_in_the_Department_of_Defense_11415.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Guidebook_for_Performance_Based_Services_Acquisition_PBSA_in_the_Department_of_Defense_11415.md,acqgate,11415,PWS,DOD,2000,"procurement, agreement, it, management, purchase, services, professional, maintenance, acquisition, performance, technology, surveillance, contract, quality",104446,Guidebook for Performance-Based Services Acquisition (PBSA)
TSAs_Instructions_for_Task_Order_Proposal_Submission_for_Information_Technology_Managed_Services_Task_Order_Competition_with_SOO_11408.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/TSAs_Instructions_for_Task_Order_Proposal_Submission_for_Information_Technology_Managed_Services_Task_Order_Competition_with_SOO_11408.md,acqgate,11408,PWS,GSA,2002,"agreement, it, security, management, services, maintenance, professional, acquisition, performance, technology, contract, facilities, quality",57095,Posted for fair opportunity competition on the ITOP II web-site; www.itop.dot.gov. This copy provided for informational use only. Vendors wishing to participate in the competition should contact ITOP ...
Leasing_Furniture_Facts_to_Know_11465.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Leasing_Furniture_Facts_to_Know_11465.md,acqgate,11465,RFQ,GSA,,"agreement, it, management, purchase, services, acquisition, contract, furniture",13139,"Leasing Furniture, Facts to Know GSA Multiple Award Schedule, Special Provisions – Leasing Furniture A lease is defined as a contract established for use of equipment or products, for a specific lengt..."
Statement_of_Work_for_Department_of_Transportation_DOT_Cloud_Services_11430.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Statement_of_Work_for_Department_of_Transportation_DOT_Cloud_Services_11430.md,acqgate,11430,PWS,VA,2059,"agreement, it, security, cyber, management, purchase, services, maintenance, professional, acquisition, performance, technology, surveillance, contract, facilities, quality",52199,Statement of Work For Department of Transportation (DOT) Cloud Services Contrac 
USPTO_Performance_Based_Services_Contract_Attachment_F_Sample_Quality_Assurance_Surveillance_Plan_QASP_11402.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/USPTO_Performance_Based_Services_Contract_Attachment_F_Sample_Quality_Assurance_Surveillance_Plan_QASP_11402.md,acqgate,11402,SOW,VA,,"it, management, services, performance, surveillance, contract, quality",9071,DRAFT QASP ATTACHMENT RFP 52PAPT301014 ## ATTACHMENT G  1 
Rugged_Products_Slip_Sheet_GSA_Advantage_8719_11446.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Rugged_Products_Slip_Sheet_GSA_Advantage_8719_11446.md,acqgate,11446,BPA,GSA,,"agreement, it, purchase, services, technology, contract",2917,AdvantageSelec  SM  U.S. General Services Administration
USPTO_Solicitation_for_Human_Resources_Operations_and_Customer_Service_Support_Acquisition_11418.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/USPTO_Solicitation_for_Human_Resources_Operations_and_Customer_Service_Support_Acquisition_11418.md,acqgate,11418,SOW,VA,2007,"procurement, agreement, it, security, management, purchase, services, professional, maintenance, acquisition, performance, technology, surveillance, contract, facilities, quality",123805,Request For Proposal - Solicitation 52-PAPT-3-01014 ## USPTO OHR OPERATIONS AND CUSTOMER SERVICE SUPPORT  2 
Statement_of_Objectives_SOO_Template_11417.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Statement_of_Objectives_SOO_Template_11417.md,acqgate,11417,PWS,VA,,"performance, contract, it",1017,STATEMENT OF OBJECTIVES (SOO) TEMPLATE I.  Purpose: 
Contract_Closeout_Support_Services_PWS_11474.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Contract_Closeout_Support_Services_PWS_11474.md,acqgate,11474,PWS,DOD,2009,"procurement, agreement, it, security, management, purchase, services, acquisition, performance, contract, facilities, quality",15498,UNCLASSIFIED//FOUO  National Geospatial Intelligence Agency (NGA) Office of Contract Services (OCS) PERFORMANCE WORK STATEMENT (PWS) - DRAFT
Calculating_Lease_Cost_and_Payments_11468.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Calculating_Lease_Cost_and_Payments_11468.md,acqgate,11468,GSA,GSA,,"contract, purchase, it",1775,How Do I Calculate the Lease Cost and Payments? Comparing the purchase price to the sum of the lease payments is one of the key steps in your decision to lease or buy. How do you accomplish this? The ...
Guide_to_Technology_Contracts_11500.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/Guide_to_Technology_Contracts_11500.md,acqgate,11500,SOW,GSA,2001,"procurement, agreement, it, security, cyber, management, services, professional, maintenance, acquisition, performance, technology, contract, facilities, quality",29101,U.S. General Services Administration  Your Guide to GSA Technology Contracts Great Government through Technology
RFQ_BPA_Template_11478.md,/Users/J/Desktop/Resources/Other Templates/acqgate_markdown/RFQ_BPA_Template_11478.md,acqgate,11478,PWS,GSA,,"procurement, agreement, it, purchase, professional, services, acquisition, performance, contract",17322,[Insert Agency/Office Name] RFQ xxxxxxxx Professional Services Schedule Solicitation: [Insert Solicitation Title] **Note: red text is instructional and should be deleted prior to release** Highlighted...
